ans	pred	prob
-1.0	-1.0	[ 0.60863587  0.39136413]
1.0	1.0	[ 0.08595117  0.91404883]
-1.0	-1.0	[ 0.71268221  0.28731779]
-1.0	-1.0	[ 0.9485342  0.0514658]
1.0	1.0	[ 0.1601345  0.8398655]
-1.0	-1.0	[ 0.90643862  0.09356138]
-1.0	-1.0	[ 0.59485318  0.40514682]
1.0	-1.0	[ 0.78869805  0.21130195]
1.0	1.0	[ 0.04718897  0.95281103]
-1.0	-1.0	[ 0.71263001  0.28736999]
1.0	1.0	[ 0.10494472  0.89505528]
1.0	1.0	[ 0.09963936  0.90036064]
1.0	1.0	[ 0.33983553  0.66016447]
1.0	-1.0	[ 0.53920192  0.46079808]
-1.0	-1.0	[ 0.64197769  0.35802231]
1.0	1.0	[ 0.1210538  0.8789462]
1.0	1.0	[ 0.31287187  0.68712813]
1.0	1.0	[ 0.05960396  0.94039604]
-1.0	-1.0	[ 0.50080042  0.49919958]
-1.0	-1.0	[ 0.63056189  0.36943811]
1.0	1.0	[ 0.08669311  0.91330689]
-1.0	-1.0	[ 0.72611832  0.27388168]
-1.0	1.0	[ 0.21893106  0.78106894]
-1.0	1.0	[ 0.39638776  0.60361224]
-1.0	-1.0	[ 0.9019748  0.0980252]
1.0	1.0	[ 0.20982886  0.79017114]
-1.0	1.0	[ 0.22440133  0.77559867]
1.0	1.0	[ 0.10063525  0.89936475]
1.0	1.0	[ 0.09529881  0.90470119]
-1.0	-1.0	[ 0.87051357  0.12948643]
-1.0	-1.0	[ 0.63392601  0.36607399]
1.0	-1.0	[ 0.52690493  0.47309507]
-1.0	-1.0	[ 0.6662998  0.3337002]
1.0	1.0	[ 0.07048876  0.92951124]
-1.0	-1.0	[ 0.70116119  0.29883881]
-1.0	-1.0	[ 0.910929  0.089071]
1.0	1.0	[ 0.08770271  0.91229729]
-1.0	-1.0	[ 0.91049298  0.08950702]
1.0	-1.0	[ 0.52865112  0.47134888]
-1.0	-1.0	[ 0.9680509  0.0319491]
-1.0	-1.0	[ 0.52874001  0.47125999]
-1.0	-1.0	[ 0.80351047  0.19648953]
-1.0	1.0	[ 0.38290003  0.61709997]
1.0	1.0	[ 0.05355761  0.94644239]
-1.0	-1.0	[ 0.8533133  0.1466867]
1.0	1.0	[ 0.27426053  0.72573947]
1.0	1.0	[ 0.26307224  0.73692776]
-1.0	-1.0	[ 0.76799006  0.23200994]
1.0	-1.0	[ 0.86084841  0.13915159]
1.0	1.0	[ 0.01008747  0.98991253]
1.0	1.0	[ 0.27751654  0.72248346]
-1.0	1.0	[ 0.46045087  0.53954913]
-1.0	-1.0	[ 0.80141951  0.19858049]
1.0	1.0	[ 0.09349493  0.90650507]
1.0	1.0	[ 0.13155375  0.86844625]
1.0	1.0	[ 0.12136317  0.87863683]
-1.0	-1.0	[ 0.64070379  0.35929621]
1.0	-1.0	[ 0.5182268  0.4817732]
-1.0	-1.0	[ 0.96317664  0.03682336]
-1.0	1.0	[ 0.49714975  0.50285025]
1.0	1.0	[ 0.15192192  0.84807808]
-1.0	1.0	[ 0.4496736  0.5503264]
1.0	1.0	[ 0.15854182  0.84145818]
-1.0	-1.0	[ 0.89373359  0.10626641]
-1.0	1.0	[ 0.35056262  0.64943738]
1.0	1.0	[ 0.05012354  0.94987646]
-1.0	-1.0	[ 0.51060346  0.48939654]
-1.0	-1.0	[ 0.72371571  0.27628429]
-1.0	-1.0	[ 0.67555321  0.32444679]
-1.0	-1.0	[ 0.88048349  0.11951651]
1.0	1.0	[ 0.2294901  0.7705099]
1.0	1.0	[ 0.12673716  0.87326284]
1.0	1.0	[ 0.478788  0.521212]
1.0	1.0	[ 0.08267168  0.91732832]
-1.0	1.0	[ 0.32649711  0.67350289]
1.0	1.0	[ 0.32176052  0.67823948]
1.0	1.0	[ 0.31291723  0.68708277]
-1.0	-1.0	[ 0.588402  0.411598]
-1.0	-1.0	[ 0.91250162  0.08749838]
1.0	1.0	[ 0.10745486  0.89254514]
1.0	1.0	[ 0.09785988  0.90214012]
-1.0	-1.0	[ 0.98125586  0.01874414]
-1.0	-1.0	[ 0.51674584  0.48325416]
-1.0	-1.0	[ 0.96427539  0.03572461]
1.0	1.0	[ 0.37713778  0.62286222]
-1.0	-1.0	[ 0.9097107  0.0902893]
-1.0	-1.0	[ 0.96497788  0.03502212]
1.0	1.0	[ 0.01262982  0.98737018]
1.0	1.0	[ 0.30193227  0.69806773]
1.0	1.0	[ 0.25279721  0.74720279]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	1.0	[ 0.47061049  0.52938951]
1.0	1.0	[ 0.04108915  0.95891085]
-1.0	-1.0	[ 0.94875201  0.05124799]
-1.0	-1.0	[ 0.69131555  0.30868445]
-1.0	-1.0	[ 0.92104126  0.07895874]
-1.0	-1.0	[ 0.60816471  0.39183529]
-1.0	-1.0	[ 0.59488084  0.40511916]
-1.0	-1.0	[ 0.94590722  0.05409278]
-1.0	-1.0	[ 0.9261724  0.0738276]
-1.0	1.0	[ 0.31288892  0.68711108]
-1.0	-1.0	[ 0.99183683  0.00816317]
1.0	1.0	[ 0.04458079  0.95541921]
-1.0	-1.0	[ 0.98922886  0.01077114]
-1.0	-1.0	[ 0.62743185  0.37256815]
1.0	1.0	[ 0.42890438  0.57109562]
1.0	-1.0	[ 0.61051311  0.38948689]
1.0	1.0	[ 0.16341018  0.83658982]
-1.0	1.0	[ 0.47996284  0.52003716]
-1.0	-1.0	[ 0.96215853  0.03784147]
-1.0	-1.0	[ 0.95154823  0.04845177]
1.0	1.0	[ 0.13729475  0.86270525]
1.0	-1.0	[ 0.56255299  0.43744701]
-1.0	1.0	[ 0.23720724  0.76279276]
-1.0	-1.0	[ 0.57978186  0.42021814]
-1.0	1.0	[ 0.16739418  0.83260582]
1.0	1.0	[ 0.13290992  0.86709008]
1.0	1.0	[ 0.26794647  0.73205353]
1.0	-1.0	[ 0.66182138  0.33817862]
1.0	1.0	[ 0.15364346  0.84635654]
1.0	-1.0	[ 0.54015074  0.45984926]
1.0	-1.0	[ 0.52414781  0.47585219]
1.0	1.0	[ 0.3306918  0.6693082]
-1.0	-1.0	[ 0.9579042  0.0420958]
-1.0	-1.0	[ 0.62593545  0.37406455]
-1.0	-1.0	[ 0.89453051  0.10546949]
-1.0	-1.0	[ 0.84550493  0.15449507]
-1.0	-1.0	[ 0.56422182  0.43577818]
1.0	-1.0	[ 0.52665209  0.47334791]
1.0	1.0	[ 0.09875445  0.90124555]
-1.0	-1.0	[ 0.91022462  0.08977538]
1.0	1.0	[ 0.47934103  0.52065897]
1.0	1.0	[ 0.05858428  0.94141572]
1.0	1.0	[ 0.03843254  0.96156746]
-1.0	-1.0	[ 0.64629991  0.35370009]
-1.0	-1.0	[ 0.65075148  0.34924852]
1.0	1.0	[ 0.15409641  0.84590359]
-1.0	-1.0	[ 0.66742631  0.33257369]
-1.0	-1.0	[ 0.58972207  0.41027793]
1.0	1.0	[ 0.35600773  0.64399227]
-1.0	-1.0	[ 0.56422182  0.43577818]
1.0	1.0	[ 0.1438549  0.8561451]
-1.0	-1.0	[ 0.8680695  0.1319305]
-1.0	-1.0	[ 0.70627024  0.29372976]
1.0	-1.0	[ 0.50106486  0.49893514]
1.0	-1.0	[ 0.8074303  0.1925697]
1.0	1.0	[ 0.45406264  0.54593736]
-1.0	-1.0	[ 0.83678078  0.16321922]
1.0	1.0	[ 0.1113468  0.8886532]
-1.0	-1.0	[ 0.74375753  0.25624247]
1.0	1.0	[ 0.48444528  0.51555472]
-1.0	-1.0	[ 0.90890498  0.09109502]
-1.0	1.0	[ 0.28812833  0.71187167]
1.0	1.0	[ 0.10717485  0.89282515]
1.0	1.0	[ 0.04389379  0.95610621]
-1.0	-1.0	[ 0.95656489  0.04343511]
-1.0	-1.0	[ 0.99577528  0.00422472]
-1.0	-1.0	[ 0.94006364  0.05993636]
1.0	1.0	[ 0.24639977  0.75360023]
1.0	1.0	[ 0.21717907  0.78282093]
1.0	1.0	[ 0.48445199  0.51554801]
-1.0	1.0	[ 0.23251938  0.76748062]
1.0	1.0	[ 0.07197556  0.92802444]
1.0	-1.0	[ 0.61455085  0.38544915]
-1.0	-1.0	[ 0.58449894  0.41550106]
-1.0	-1.0	[ 0.8999161  0.1000839]
1.0	1.0	[ 0.37715823  0.62284177]
-1.0	-1.0	[ 0.80238076  0.19761924]
-1.0	-1.0	[ 0.81444522  0.18555478]
-1.0	-1.0	[ 0.78298648  0.21701352]
-1.0	1.0	[ 0.29080606  0.70919394]
1.0	1.0	[ 0.26330257  0.73669743]
-1.0	-1.0	[ 0.83484942  0.16515058]
1.0	1.0	[ 0.38850459  0.61149541]
1.0	-1.0	[ 0.59033186  0.40966814]
1.0	1.0	[ 0.22808751  0.77191249]
-1.0	-1.0	[ 0.65923772  0.34076228]
1.0	-1.0	[ 0.66460266  0.33539734]
1.0	1.0	[ 0.3732183  0.6267817]
1.0	-1.0	[ 0.80238076  0.19761924]
1.0	1.0	[ 0.07421391  0.92578609]
1.0	1.0	[ 0.19788539  0.80211461]
-1.0	-1.0	[ 0.81839109  0.18160891]
1.0	1.0	[ 0.02208523  0.97791477]
-1.0	1.0	[ 0.21003305  0.78996695]
-1.0	-1.0	[ 0.96978728  0.03021272]
1.0	1.0	[ 0.11404541  0.88595459]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	-1.0	[ 0.52948257  0.47051743]
1.0	-1.0	[ 0.51383286  0.48616714]
-1.0	1.0	[ 0.49568577  0.50431423]
1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.99143207  0.00856793]
-1.0	-1.0	[ 0.85764468  0.14235532]
-1.0	-1.0	[ 0.93701436  0.06298564]
-1.0	-1.0	[ 0.83443531  0.16556469]
1.0	1.0	[ 0.22406894  0.77593106]
1.0	1.0	[ 0.3672662  0.6327338]
1.0	1.0	[ 0.37027156  0.62972844]
-1.0	1.0	[ 0.43147005  0.56852995]
1.0	1.0	[ 0.34166176  0.65833824]
1.0	1.0	[ 0.44142797  0.55857203]
-1.0	-1.0	[ 0.83178315  0.16821685]
-1.0	1.0	[ 0.19697363  0.80302637]
1.0	1.0	[ 0.42696917  0.57303083]
1.0	-1.0	[ 0.66670145  0.33329855]
1.0	1.0	[ 0.04096443  0.95903557]
1.0	-1.0	[ 0.56826471  0.43173529]
1.0	1.0	[ 0.04354667  0.95645333]
-1.0	-1.0	[ 0.91700633  0.08299367]
1.0	1.0	[ 0.03762079  0.96237921]
1.0	1.0	[ 0.3611555  0.6388445]
-1.0	-1.0	[ 0.50177805  0.49822195]
1.0	1.0	[ 0.3082109  0.6917891]
1.0	-1.0	[ 0.56089045  0.43910955]
1.0	1.0	[ 0.07985491  0.92014509]
1.0	1.0	[ 0.3198987  0.6801013]
1.0	1.0	[ 0.02237642  0.97762358]
1.0	1.0	[ 0.22706792  0.77293208]
1.0	1.0	[ 0.06826187  0.93173813]
-1.0	1.0	[ 0.32235677  0.67764323]
1.0	1.0	[ 0.00180882  0.99819118]
1.0	1.0	[ 0.34083747  0.65916253]
1.0	1.0	[ 0.07748231  0.92251769]
-1.0	-1.0	[ 0.5341701  0.4658299]
1.0	1.0	[ 0.23624267  0.76375733]
-1.0	1.0	[ 0.3992548  0.6007452]
1.0	1.0	[ 0.06305878  0.93694122]
-1.0	-1.0	[ 0.69829177  0.30170823]
-1.0	-1.0	[ 0.5056541  0.4943459]
1.0	1.0	[ 0.3089768  0.6910232]
-1.0	1.0	[ 0.37269795  0.62730205]
1.0	1.0	[ 0.11585062  0.88414938]
-1.0	-1.0	[ 0.53970085  0.46029915]
1.0	1.0	[ 0.05428248  0.94571752]
1.0	-1.0	[ 0.77922477  0.22077523]
1.0	1.0	[ 0.14277554  0.85722446]
-1.0	-1.0	[ 0.70079958  0.29920042]
1.0	1.0	[ 0.26980008  0.73019992]
1.0	-1.0	[ 0.73940329  0.26059671]
-1.0	-1.0	[ 0.8549249  0.1450751]
1.0	1.0	[ 0.26227257  0.73772743]
-1.0	-1.0	[ 0.74556208  0.25443792]
1.0	-1.0	[ 0.74654202  0.25345798]
-1.0	-1.0	[ 0.98850158  0.01149842]
1.0	1.0	[ 0.31090467  0.68909533]
-1.0	-1.0	[ 0.95264012  0.04735988]
1.0	-1.0	[ 0.81088506  0.18911494]
1.0	1.0	[ 0.32188207  0.67811793]
-1.0	-1.0	[ 0.9721119  0.0278881]
-1.0	-1.0	[ 0.62922519  0.37077481]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	1.0	[ 0.21901517  0.78098483]
-1.0	-1.0	[ 0.60403468  0.39596532]
-1.0	-1.0	[ 0.73213502  0.26786498]
-1.0	-1.0	[ 0.50573575  0.49426425]
-1.0	-1.0	[ 0.80647282  0.19352718]
-1.0	-1.0	[ 0.9429812  0.0570188]
1.0	1.0	[ 0.16318057  0.83681943]
-1.0	-1.0	[ 0.52696198  0.47303802]
1.0	-1.0	[ 0.54907809  0.45092191]
1.0	1.0	[ 0.289896  0.710104]
1.0	1.0	[ 0.0280602  0.9719398]
1.0	1.0	[ 0.32021243  0.67978757]
1.0	1.0	[ 0.09611777  0.90388223]
-1.0	-1.0	[ 0.6267039  0.3732961]
-1.0	-1.0	[ 0.92775534  0.07224466]
1.0	1.0	[ 0.33919355  0.66080645]
-1.0	1.0	[ 0.27975661  0.72024339]
1.0	-1.0	[ 0.6731992  0.3268008]
-1.0	1.0	[ 0.26298866  0.73701134]
-1.0	-1.0	[ 0.78746722  0.21253278]
-1.0	-1.0	[ 0.84344298  0.15655702]
-1.0	-1.0	[ 0.79836328  0.20163672]
1.0	1.0	[ 0.00597194  0.99402806]
1.0	1.0	[ 0.24613043  0.75386957]
-1.0	-1.0	[ 0.72100127  0.27899873]
1.0	1.0	[ 0.2178357  0.7821643]
1.0	1.0	[ 0.03507382  0.96492618]
1.0	1.0	[ 0.17504333  0.82495667]
-1.0	-1.0	[ 0.71034639  0.28965361]
1.0	1.0	[ 0.23393795  0.76606205]
-1.0	-1.0	[ 0.59488084  0.40511916]
1.0	1.0	[ 0.23946259  0.76053741]
-1.0	-1.0	[ 0.82566862  0.17433138]
1.0	1.0	[ 0.03767585  0.96232415]
-1.0	1.0	[ 0.21360388  0.78639612]
1.0	1.0	[ 0.26664225  0.73335775]
1.0	1.0	[ 0.14966899  0.85033101]
1.0	1.0	[ 0.13336782  0.86663218]
1.0	1.0	[ 0.38744892  0.61255108]
1.0	1.0	[ 0.36221418  0.63778582]
-1.0	-1.0	[ 0.80665723  0.19334277]
-1.0	-1.0	[ 0.65520218  0.34479782]
-1.0	-1.0	[ 0.62906075  0.37093925]
1.0	1.0	[ 0.07089328  0.92910672]
1.0	1.0	[ 0.30024029  0.69975971]
1.0	1.0	[ 0.12064639  0.87935361]
1.0	1.0	[ 0.29639188  0.70360812]
-1.0	-1.0	[ 0.82857796  0.17142204]
-1.0	-1.0	[ 0.93068046  0.06931954]
-1.0	-1.0	[ 0.81088462  0.18911538]
1.0	-1.0	[ 0.87347195  0.12652805]
-1.0	-1.0	[ 0.67670226  0.32329774]
1.0	1.0	[ 0.11468543  0.88531457]
1.0	1.0	[ 0.08390951  0.91609049]
-1.0	-1.0	[ 0.99136199  0.00863801]
1.0	1.0	[ 0.06736594  0.93263406]
-1.0	1.0	[ 0.06304546  0.93695454]
1.0	1.0	[ 0.20307064  0.79692936]
1.0	-1.0	[ 0.84518168  0.15481832]
-1.0	-1.0	[ 0.98669618  0.01330382]
1.0	1.0	[ 0.19254581  0.80745419]
-1.0	-1.0	[ 0.90538959  0.09461041]
-1.0	-1.0	[ 0.99712737  0.00287263]
-1.0	-1.0	[ 0.57173873  0.42826127]
1.0	1.0	[ 0.13260876  0.86739124]
1.0	1.0	[ 0.25865676  0.74134324]
-1.0	1.0	[ 0.23026631  0.76973369]
1.0	-1.0	[ 0.55877038  0.44122962]
-1.0	-1.0	[ 0.75410032  0.24589968]
-1.0	-1.0	[ 0.73047511  0.26952489]
-1.0	-1.0	[ 0.93922953  0.06077047]
1.0	1.0	[ 0.2266964  0.7733036]
-1.0	-1.0	[ 0.55705049  0.44294951]
1.0	1.0	[ 0.03332657  0.96667343]
1.0	1.0	[ 0.26608734  0.73391266]
1.0	1.0	[ 0.27248438  0.72751562]
1.0	1.0	[ 0.26396002  0.73603998]
-1.0	-1.0	[ 0.512448  0.487552]
1.0	-1.0	[ 0.90540913  0.09459087]
-1.0	-1.0	[ 0.82759987  0.17240013]
-1.0	1.0	[ 0.16178096  0.83821904]
-1.0	-1.0	[ 0.61712141  0.38287859]
-1.0	-1.0	[ 0.59988057  0.40011943]
1.0	1.0	[ 0.02345338  0.97654662]
1.0	1.0	[ 0.0576762  0.9423238]
1.0	1.0	[ 0.21256211  0.78743789]
-1.0	-1.0	[ 0.52032579  0.47967421]
1.0	-1.0	[ 0.56288571  0.43711429]
1.0	1.0	[ 0.39898321  0.60101679]
1.0	1.0	[ 0.01269318  0.98730682]
1.0	-1.0	[ 0.54842045  0.45157955]
1.0	1.0	[ 0.26867825  0.73132175]
1.0	1.0	[ 0.01572821  0.98427179]
-1.0	-1.0	[ 0.97883529  0.02116471]
-1.0	-1.0	[ 0.86409241  0.13590759]
-1.0	-1.0	[ 0.51767304  0.48232696]
1.0	-1.0	[ 0.73819049  0.26180951]
-1.0	-1.0	[ 0.84660448  0.15339552]
-1.0	-1.0	[ 0.70827123  0.29172877]
1.0	1.0	[ 0.15916411  0.84083589]
-1.0	-1.0	[ 0.8210786  0.1789214]
1.0	1.0	[ 0.21652555  0.78347445]
1.0	1.0	[ 0.23092537  0.76907463]
1.0	1.0	[ 0.37057408  0.62942592]
-1.0	-1.0	[ 0.91359919  0.08640081]
1.0	1.0	[ 0.08885306  0.91114694]
1.0	1.0	[ 0.41554673  0.58445327]
1.0	-1.0	[ 0.52036017  0.47963983]
-1.0	-1.0	[ 0.84639401  0.15360599]
1.0	1.0	[ 0.12025912  0.87974088]
1.0	-1.0	[ 0.53921226  0.46078774]
1.0	1.0	[ 0.03473668  0.96526332]
-1.0	1.0	[ 0.32963609  0.67036391]
-1.0	-1.0	[ 0.91706972  0.08293028]
-1.0	-1.0	[ 0.95526129  0.04473871]
-1.0	-1.0	[ 0.71563762  0.28436238]
-1.0	-1.0	[ 0.87958372  0.12041628]
-1.0	-1.0	[ 0.9085356  0.0914644]
1.0	1.0	[ 0.42400047  0.57599953]
1.0	-1.0	[ 0.87636239  0.12363761]
1.0	1.0	[ 0.49300527  0.50699473]
1.0	-1.0	[ 0.77476732  0.22523268]
-1.0	1.0	[ 0.32696083  0.67303917]
1.0	1.0	[ 0.44507599  0.55492401]
1.0	1.0	[ 0.0787174  0.9212826]
1.0	-1.0	[ 0.57822281  0.42177719]
-1.0	1.0	[ 0.34307031  0.65692969]
-1.0	-1.0	[ 0.98053331  0.01946669]
-1.0	1.0	[ 0.37266371  0.62733629]
1.0	1.0	[ 0.34365177  0.65634823]
1.0	-1.0	[ 0.68590754  0.31409246]
1.0	1.0	[ 0.36869062  0.63130938]
1.0	-1.0	[ 0.86482686  0.13517314]
-1.0	-1.0	[ 0.61517091  0.38482909]
1.0	1.0	[ 0.24726892  0.75273108]
-1.0	1.0	[ 0.49637581  0.50362419]
1.0	1.0	[ 0.05184424  0.94815576]
-1.0	1.0	[ 0.39864373  0.60135627]
1.0	1.0	[ 0.07092748  0.92907252]
1.0	1.0	[ 0.22807476  0.77192524]
1.0	1.0	[ 0.06663344  0.93336656]
1.0	1.0	[ 0.33923367  0.66076633]
1.0	1.0	[ 0.392226  0.607774]
1.0	1.0	[ 0.14150696  0.85849304]
-1.0	-1.0	[ 0.83655246  0.16344754]
1.0	1.0	[ 0.00494715  0.99505285]
1.0	1.0	[ 0.24088178  0.75911822]
1.0	1.0	[ 0.05300749  0.94699251]
1.0	1.0	[ 0.29942624  0.70057376]
-1.0	1.0	[ 0.42814658  0.57185342]
1.0	1.0	[ 0.27764275  0.72235725]
1.0	1.0	[ 0.06650964  0.93349036]
-1.0	-1.0	[ 0.64880561  0.35119439]
1.0	1.0	[ 0.4534216  0.5465784]
1.0	1.0	[ 0.13099444  0.86900556]
1.0	1.0	[ 0.01268201  0.98731799]
-1.0	-1.0	[ 0.53210385  0.46789615]
1.0	1.0	[ 0.27557759  0.72442241]
1.0	-1.0	[ 0.64524337  0.35475663]
-1.0	1.0	[ 0.47565316  0.52434684]
1.0	-1.0	[ 0.77641008  0.22358992]
1.0	1.0	[ 0.00393537  0.99606463]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	1.0	[ 0.46679815  0.53320185]
-1.0	-1.0	[ 0.97775701  0.02224299]
1.0	1.0	[ 0.42827249  0.57172751]
-1.0	-1.0	[ 0.91940804  0.08059196]
-1.0	-1.0	[ 0.65417944  0.34582056]
1.0	1.0	[ 0.01377368  0.98622632]
-1.0	-1.0	[ 0.9140247  0.0859753]
1.0	1.0	[ 0.29075385  0.70924615]
-1.0	-1.0	[ 0.68562339  0.31437661]
-1.0	-1.0	[ 0.64961978  0.35038022]
-1.0	-1.0	[ 0.65229125  0.34770875]
-1.0	-1.0	[ 0.7442919  0.2557081]
1.0	1.0	[ 0.32092065  0.67907935]
-1.0	-1.0	[ 0.61330783  0.38669217]
-1.0	-1.0	[ 0.73957467  0.26042533]
1.0	1.0	[ 0.14619283  0.85380717]
1.0	1.0	[ 0.09012913  0.90987087]
1.0	1.0	[ 0.07028464  0.92971536]
-1.0	1.0	[ 0.44343529  0.55656471]
-1.0	-1.0	[ 0.68005038  0.31994962]
1.0	1.0	[ 0.3315589  0.6684411]
-1.0	-1.0	[ 0.92271243  0.07728757]
1.0	-1.0	[ 0.76496623  0.23503377]
-1.0	1.0	[ 0.48724497  0.51275503]
1.0	1.0	[ 0.08418537  0.91581463]
1.0	1.0	[ 0.24811519  0.75188481]
1.0	1.0	[ 0.34915145  0.65084855]
-1.0	-1.0	[ 0.83385165  0.16614835]
-1.0	-1.0	[ 0.64651146  0.35348854]
-1.0	-1.0	[ 0.94723672  0.05276328]
1.0	1.0	[ 0.42839196  0.57160804]
1.0	1.0	[ 0.19165733  0.80834267]
1.0	1.0	[ 0.22895532  0.77104468]
1.0	1.0	[ 0.2797673  0.7202327]
-1.0	-1.0	[ 0.58296156  0.41703844]
1.0	1.0	[ 0.07025794  0.92974206]
1.0	1.0	[ 0.12783685  0.87216315]
-1.0	1.0	[ 0.34974795  0.65025205]
-1.0	-1.0	[ 0.86619217  0.13380783]
-1.0	-1.0	[ 0.91812542  0.08187458]
-1.0	-1.0	[ 0.6099727  0.3900273]
-1.0	1.0	[ 0.48125989  0.51874011]
-1.0	-1.0	[ 0.79507365  0.20492635]
-1.0	-1.0	[ 0.89627731  0.10372269]
-1.0	-1.0	[ 0.90593018  0.09406982]
-1.0	-1.0	[ 0.69928103  0.30071897]
1.0	1.0	[ 0.10868852  0.89131148]
-1.0	-1.0	[ 0.67286346  0.32713654]
1.0	-1.0	[ 0.66646903  0.33353097]
1.0	1.0	[ 0.177362  0.822638]
-1.0	-1.0	[ 0.96104174  0.03895826]
1.0	1.0	[ 0.12452985  0.87547015]
1.0	1.0	[ 0.34265133  0.65734867]
-1.0	-1.0	[ 0.94394397  0.05605603]
-1.0	-1.0	[ 0.61499789  0.38500211]
-1.0	-1.0	[ 0.7615693  0.2384307]
1.0	1.0	[ 0.03363224  0.96636776]
-1.0	-1.0	[ 0.91050795  0.08949205]
1.0	-1.0	[ 0.65384009  0.34615991]
-1.0	1.0	[ 0.47380407  0.52619593]
-1.0	-1.0	[ 0.94234135  0.05765865]
-1.0	1.0	[ 0.37307326  0.62692674]
1.0	1.0	[ 0.14601813  0.85398187]
-1.0	1.0	[ 0.42161741  0.57838259]
-1.0	-1.0	[ 0.74121656  0.25878344]
1.0	1.0	[ 0.14664292  0.85335708]
1.0	1.0	[ 0.19767673  0.80232327]
-1.0	-1.0	[ 0.94843833  0.05156167]
-1.0	-1.0	[ 0.80927984  0.19072016]
1.0	1.0	[ 0.14899864  0.85100136]
1.0	1.0	[ 0.38693498  0.61306502]
-1.0	-1.0	[ 0.97670082  0.02329918]
-1.0	-1.0	[ 0.83141869  0.16858131]
-1.0	-1.0	[ 0.63555885  0.36444115]
1.0	1.0	[ 0.01209037  0.98790963]
1.0	1.0	[ 0.02913676  0.97086324]
-1.0	1.0	[ 0.35665364  0.64334636]
-1.0	1.0	[ 0.30612792  0.69387208]
1.0	1.0	[ 0.17106388  0.82893612]
-1.0	-1.0	[ 0.80980914  0.19019086]
1.0	1.0	[ 0.03328882  0.96671118]
-1.0	-1.0	[ 0.95743419  0.04256581]
-1.0	-1.0	[ 0.83029592  0.16970408]
-1.0	-1.0	[ 0.80731572  0.19268428]
-1.0	-1.0	[ 0.97014967  0.02985033]
-1.0	-1.0	[ 0.94309701  0.05690299]
1.0	-1.0	[ 0.50252376  0.49747624]
-1.0	-1.0	[ 0.61892128  0.38107872]
-1.0	1.0	[ 0.09207017  0.90792983]
1.0	1.0	[ 0.28377229  0.71622771]
1.0	1.0	[ 0.0052636  0.9947364]
-1.0	-1.0	[ 0.76922665  0.23077335]
1.0	-1.0	[ 0.77893333  0.22106667]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.95734523  0.04265477]
-1.0	1.0	[ 0.25963263  0.74036737]
1.0	1.0	[ 0.26605051  0.73394949]
1.0	-1.0	[ 0.6141983  0.3858017]
1.0	1.0	[ 0.04542884  0.95457116]
-1.0	-1.0	[ 0.62364602  0.37635398]
1.0	1.0	[ 0.27619012  0.72380988]
-1.0	-1.0	[ 0.94688369  0.05311631]
-1.0	-1.0	[ 0.97791466  0.02208534]
-1.0	-1.0	[ 0.90497972  0.09502028]
1.0	1.0	[ 0.21863636  0.78136364]
1.0	1.0	[ 0.36250402  0.63749598]
-1.0	-1.0	[ 0.90705831  0.09294169]
1.0	1.0	[ 0.04887769  0.95112231]
-1.0	-1.0	[ 0.76820164  0.23179836]
1.0	-1.0	[ 0.65618973  0.34381027]
1.0	1.0	[ 0.28982922  0.71017078]
1.0	1.0	[ 0.02455214  0.97544786]
1.0	1.0	[ 0.08523205  0.91476795]
1.0	-1.0	[ 0.65887834  0.34112166]
-1.0	-1.0	[ 0.98167464  0.01832536]
1.0	-1.0	[ 0.55295901  0.44704099]
1.0	1.0	[ 0.48373833  0.51626167]
-1.0	-1.0	[ 0.81845556  0.18154444]
-1.0	-1.0	[ 0.53778211  0.46221789]
1.0	1.0	[ 0.09579961  0.90420039]
1.0	1.0	[ 0.00898453  0.99101547]
1.0	1.0	[ 0.22109509  0.77890491]
-1.0	-1.0	[ 0.897325  0.102675]
-1.0	-1.0	[ 0.53778211  0.46221789]
-1.0	-1.0	[ 0.74373591  0.25626409]
1.0	1.0	[ 0.06852866  0.93147134]
-1.0	-1.0	[ 0.59462042  0.40537958]
1.0	1.0	[ 0.26113693  0.73886307]
1.0	1.0	[ 0.03371926  0.96628074]
1.0	1.0	[ 0.45206172  0.54793828]
1.0	1.0	[ 0.09404127  0.90595873]
-1.0	-1.0	[ 0.95257769  0.04742231]
1.0	1.0	[ 0.22561002  0.77438998]
-1.0	-1.0	[ 0.90268759  0.09731241]
1.0	1.0	[ 0.01150774  0.98849226]
1.0	1.0	[ 0.25427518  0.74572482]
-1.0	1.0	[ 0.08502306  0.91497694]
1.0	1.0	[ 0.14202493  0.85797507]
1.0	-1.0	[ 0.62832427  0.37167573]
-1.0	1.0	[ 0.37434758  0.62565242]
1.0	1.0	[ 0.25680971  0.74319029]
-1.0	-1.0	[ 0.95697807  0.04302193]
1.0	1.0	[ 0.11212412  0.88787588]
-1.0	-1.0	[ 0.92809823  0.07190177]
-1.0	1.0	[ 0.47357431  0.52642569]
